682.6,908441,6153,633858098
687.25,206182,3823,141420161
682.05,238853,6965,162976851
677.55,144129,3559,98662839
657.9,231292,6530,150963934
623.6,274091,7961,172411003
618.75,197787,5158,123187916
542.85,525197,13424,293335852
568.2,708468,14937,381325075
